Fecha,Consumo_kWh,Fecha
2018-01-31 00:00:00,0.48200000000000004,
2018-01-31 01:00:00,0.37200000000000005,
2018-01-31 02:00:00,0.37,
2018-01-31 03:00:00,0.419,
2018-01-31 04:00:00,0.369,
2018-01-31 05:00:00,0.23600000000000002,
2018-01-31 06:00:00,1.244,
2018-01-31 07:00:00,0.374,
2018-01-31 08:00:00,2.281,
2018-01-31 09:00:00,0.89,
2018-01-31 10:00:00,0.258,
2018-01-31 11:00:00,0.28600000000000003,
2018-01-31 12:00:00,0.63,
2018-01-31 13:00:00,2.5810000000000004,
2018-01-31 14:00:00,1.8419999999999999,
2018-01-31 15:00:00,0.723,
2018-01-31 16:00:00,1.213,
2018-01-31 17:00:00,2.269,
2018-01-31 18:00:00,1.0759999999999998,
2018-01-31 19:00:00,0.601,
2018-01-31 20:00:00,1.05,
2018-01-31 21:00:00,1.194,
2018-01-31 22:00:00,1.871,
2018-01-31 23:00:00,0.835,
