Fecha,Fecha.1,Consumo_kWh,Fecha,TPD
2018-03-04 18:00:00,2018-03-04 18:00:00,0.7057996087558177,2018-03-04 18:00:00,127.56821256664482
2018-03-04 19:00:00,2018-03-04 19:00:00,0.7983373973043371,2018-03-04 19:00:00,126.40952371986972
2018-03-04 20:00:00,2018-03-04 20:00:00,0.9887487283394896,2018-03-04 20:00:00,123.14677052001946
2018-03-04 21:00:00,2018-03-04 21:00:00,1.042482447978886,2018-03-04 21:00:00,120.42849024816799
2018-03-04 22:00:00,2018-03-04 22:00:00,0.9787310134780952,2018-03-04 22:00:00,119.01301767249079
2018-03-04 23:00:00,2018-03-04 23:00:00,0.8173502334098645,2018-03-04 23:00:00,118.44287567910996
2018-03-05 00:00:00,2018-03-05 00:00:00,0.7776840893242895,2018-03-05 00:00:00,118.7561281043639
2018-03-05 01:00:00,2018-03-05 01:00:00,0.9220696503812064,2018-03-05 01:00:00,121.95494869586479
2018-03-05 02:00:00,2018-03-05 02:00:00,0.27118035360308723,2018-03-05 02:00:00,128.22380352509543
2018-03-05 03:00:00,2018-03-05 03:00:00,0.27781653318958244,2018-03-05 03:00:00,128.06237539619377
2018-03-05 04:00:00,2018-03-05 04:00:00,0.2724784799245129,2018-03-05 04:00:00,128.80312307389752
2018-03-05 05:00:00,2018-03-05 05:00:00,0.2575038517520651,2018-03-05 05:00:00,128.76239705338776
2018-03-05 06:00:00,2018-03-05 06:00:00,0.9435073772306845,2018-03-05 06:00:00,127.15128308711614
2018-03-05 07:00:00,2018-03-05 07:00:00,1.0706089753592751,2018-03-05 07:00:00,125.66352357825208
2018-03-05 08:00:00,2018-03-05 08:00:00,0.7828321395065221,2018-03-05 08:00:00,125.69186852147386
2018-03-05 09:00:00,2018-03-05 09:00:00,0.439881600030052,2018-03-05 09:00:00,124.62313070152841
2018-03-05 10:00:00,2018-03-05 10:00:00,0.4772283649278246,2018-03-05 10:00:00,123.53522492146946
2018-03-05 11:00:00,2018-03-05 11:00:00,0.6023502397008093,2018-03-05 11:00:00,122.91179681057017
2018-03-05 12:00:00,2018-03-05 12:00:00,0.7101051721113989,2018-03-05 12:00:00,124.40642343490366
2018-03-05 13:00:00,2018-03-05 13:00:00,0.8937360925063681,2018-03-05 13:00:00,127.75854718482289
2018-03-05 14:00:00,2018-03-05 14:00:00,0.8424668750875317,2018-03-05 14:00:00,131.33152834863162
2018-03-05 15:00:00,2018-03-05 15:00:00,0.6138629087723309,2018-03-05 15:00:00,132.3870989863163
2018-03-05 16:00:00,2018-03-05 16:00:00,1.7954626331269412,2018-03-05 16:00:00,132.71616908906324
2018-03-05 17:00:00,2018-03-05 17:00:00,0.7349999762459629,2018-03-05 17:00:00,131.53642913281968
2018-03-05 18:00:00,2018-03-05 18:00:00,0.9692370872261066,2018-03-05 18:00:00,127.77867407588472
2018-03-05 19:00:00,2018-03-05 19:00:00,0.8983908300633147,2018-03-05 19:00:00,126.62593043406694
2018-03-05 20:00:00,2018-03-05 20:00:00,0.7737066958788,2018-03-05 20:00:00,123.38183094434083
2018-03-05 21:00:00,2018-03-05 21:00:00,0.9281738376059679,2018-03-05 21:00:00,120.67820460912243
2018-03-05 22:00:00,2018-03-05 22:00:00,1.9666953131640732,2018-03-05 22:00:00,119.27010479500264
2018-03-05 23:00:00,2018-03-05 23:00:00,1.5646496890312127,2018-03-05 23:00:00,118.7030372730044
2018-03-06 00:00:00,2018-03-06 00:00:00,0.9243782913244736,2018-03-06 00:00:00,119.01417334861324
2018-03-06 01:00:00,2018-03-06 01:00:00,0.3785129237870473,2018-03-06 01:00:00,122.19495611268204
2018-03-06 02:00:00,2018-03-06 02:00:00,0.366460349593762,2018-03-06 02:00:00,128.42841063085194
2018-03-06 03:00:00,2018-03-06 03:00:00,0.3792189364107053,2018-03-06 03:00:00,128.26762706063738
2018-03-06 04:00:00,2018-03-06 04:00:00,0.3678066537288147,2018-03-06 04:00:00,129.00412478178464
2018-03-06 05:00:00,2018-03-06 05:00:00,0.36740577430119215,2018-03-06 05:00:00,128.96352721633914
2018-03-06 06:00:00,2018-03-06 06:00:00,0.6823068746425139,2018-03-06 06:00:00,127.36123539440685
2018-03-06 07:00:00,2018-03-06 07:00:00,0.550785391016934,2018-03-06 07:00:00,125.8815879342227
2018-03-06 08:00:00,2018-03-06 08:00:00,0.607577931551697,2018-03-06 08:00:00,125.90971727989184
2018-03-06 09:00:00,2018-03-06 09:00:00,0.8565067686649287,2018-03-06 09:00:00,124.84687008263519
2018-03-06 10:00:00,2018-03-06 10:00:00,0.9751781543798852,2018-03-06 10:00:00,123.76496731865902
2018-03-06 11:00:00,2018-03-06 11:00:00,0.9696462805725105,2018-03-06 11:00:00,123.14499703085838
2018-03-06 12:00:00,2018-03-06 12:00:00,1.0380610656346416,2018-03-06 12:00:00,124.6315241477244
2018-03-06 13:00:00,2018-03-06 13:00:00,0.99381728238454,2018-03-06 13:00:00,127.96513693290136
2018-03-06 14:00:00,2018-03-06 14:00:00,1.0293933606392862,2018-03-06 14:00:00,131.51814923501342
2018-03-06 15:00:00,2018-03-06 15:00:00,0.9499543434718396,2018-03-06 15:00:00,132.56774710173622
2018-03-06 16:00:00,2018-03-06 16:00:00,0.9668256428604356,2018-03-06 16:00:00,132.89498228198326
2018-03-06 17:00:00,2018-03-06 17:00:00,0.8182268977603127,2018-03-06 17:00:00,131.72180576397324
2018-03-06 18:00:00,2018-03-06 18:00:00,0.8223864739129386,2018-03-06 18:00:00,127.98529509786378
2018-03-06 19:00:00,2018-03-06 19:00:00,0.8944080660028307,2018-03-06 19:00:00,126.83888680926123
2018-03-06 20:00:00,2018-03-06 20:00:00,1.089066044867539,2018-03-06 20:00:00,123.6128808935835
2018-03-06 21:00:00,2018-03-06 21:00:00,1.1831643051395808,2018-03-06 21:00:00,120.92421104584496
2018-03-06 22:00:00,2018-03-06 22:00:00,1.038054649251397,2018-03-06 22:00:00,119.52386519939897
2018-03-06 23:00:00,2018-03-06 23:00:00,0.93692387838626,2018-03-06 23:00:00,118.95993482513347
2018-03-07 00:00:00,2018-03-07 00:00:00,0.8828006326945634,2018-03-07 00:00:00,119.26929056932958
